StudentID,Student,Class,Section,Subject,Marks,Attendance,Month
100081,Ved Kapoor,MECH,C,Math,84,62,Jan
100081,Ved Kapoor,MECH,C,Physics,89,68,Jan
100081,Ved Kapoor,MECH,C,Chemistry,85,60,Jan
100081,Ved Kapoor,MECH,C,Programming,79,64,Jan
100081,Ved Kapoor,MECH,C,English,77,66,Jan
100081,Ved Kapoor,MECH,C,Math,88,63,Feb
100081,Ved Kapoor,MECH,C,Physics,70,67,Feb
100081,Ved Kapoor,MECH,C,Chemistry,85,65,Feb
100081,Ved Kapoor,MECH,C,Programming,78,62,Feb
100081,Ved Kapoor,MECH,C,English,72,71,Feb
100081,Ved Kapoor,MECH,C,Math,68,60,Mar
100081,Ved Kapoor,MECH,C,Physics,69,64,Mar
100081,Ved Kapoor,MECH,C,Chemistry,70,71,Mar
100081,Ved Kapoor,MECH,C,Programming,66,61,Mar
100081,Ved Kapoor,MECH,C,English,74,67,Mar
100082,Rohan Nair,IT,C,Math,85,69,Jan
100082,Rohan Nair,IT,C,Physics,81,62,Jan
100082,Rohan Nair,IT,C,Chemistry,93,61,Jan
100082,Rohan Nair,IT,C,Programming,86,62,Jan
100082,Rohan Nair,IT,C,English,85,71,Jan
100082,Rohan Nair,IT,C,Math,81,71,Feb
100082,Rohan Nair,IT,C,Physics,74,71,Feb
100082,Rohan Nair,IT,C,Chemistry,81,70,Feb
100082,Rohan Nair,IT,C,Programming,88,63,Feb
100082,Rohan Nair,IT,C,English,72,59,Feb
100082,Rohan Nair,IT,C,Math,75,69,Mar
100082,Rohan Nair,IT,C,Physics,58,58,Mar
100082,Rohan Nair,IT,C,Chemistry,66,59,Mar
100082,Rohan Nair,IT,C,Programming,60,61,Mar
100082,Rohan Nair,IT,C,English,64,71,Mar
100083,Asha Reddy,IT,A,Math,54,56,Jan
100083,Asha Reddy,IT,A,Physics,54,70,Jan
100083,Asha Reddy,IT,A,Chemistry,61,66,Jan
100083,Asha Reddy,IT,A,Programming,36,69,Jan
100083,Asha Reddy,IT,A,English,49,68,Jan
100083,Asha Reddy,IT,A,Math,37,69,Feb
100083,Asha Reddy,IT,A,Physics,58,60,Feb
100083,Asha Reddy,IT,A,Chemistry,34,61,Feb
100083,Asha Reddy,IT,A,Programming,36,62,Feb
100083,Asha Reddy,IT,A,English,44,61,Feb
100083,Asha Reddy,IT,A,Math,48,64,Mar
100083,Asha Reddy,IT,A,Physics,46,57,Mar
100083,Asha Reddy,IT,A,Chemistry,46,61,Mar
100083,Asha Reddy,IT,A,Programming,55,65,Mar
100083,Asha Reddy,IT,A,English,31,61,Mar
100084,Meera Chopra,CSE,A,Math,51,90,Jan
100084,Meera Chopra,CSE,A,Physics,55,88,Jan
100084,Meera Chopra,CSE,A,Chemistry,47,94,Jan
100084,Meera Chopra,CSE,A,Programming,51,87,Jan
100084,Meera Chopra,CSE,A,English,55,90,Jan
100084,Meera Chopra,CSE,A,Math,62,84,Feb
100084,Meera Chopra,CSE,A,Physics,56,92,Feb
100084,Meera Chopra,CSE,A,Chemistry,52,83,Feb
100084,Meera Chopra,CSE,A,Programming,62,94,Feb
100084,Meera Chopra,CSE,A,English,71,92,Feb
100084,Meera Chopra,CSE,A,Math,67,94,Mar
100084,Meera Chopra,CSE,A,Physics,80,86,Mar
100084,Meera Chopra,CSE,A,Chemistry,63,91,Mar
100084,Meera Chopra,CSE,A,Programming,68,91,Mar
100084,Meera Chopra,CSE,A,English,76,90,Mar
100085,Manas Sharma,MECH,C,Math,40,62,Jan
100085,Manas Sharma,MECH,C,Physics,59,62,Jan
100085,Manas Sharma,MECH,C,Chemistry,43,61,Jan
100085,Manas Sharma,MECH,C,Programming,57,74,Jan
100085,Manas Sharma,MECH,C,English,50,65,Jan
100085,Manas Sharma,MECH,C,Math,62,68,Feb
100085,Manas Sharma,MECH,C,Physics,53,64,Feb
100085,Manas Sharma,MECH,C,Chemistry,61,73,Feb
100085,Manas Sharma,MECH,C,Programming,52,70,Feb
100085,Manas Sharma,MECH,C,English,55,64,Feb
100085,Manas Sharma,MECH,C,Math,72,72,Mar
100085,Manas Sharma,MECH,C,Physics,71,62,Mar
100085,Manas Sharma,MECH,C,Chemistry,77,63,Mar
100085,Manas Sharma,MECH,C,Programming,70,73,Mar
100085,Manas Sharma,MECH,C,English,76,70,Mar
100086,Vihaan Kulkarni,EEE,D,Math,92,79,Jan
100086,Vihaan Kulkarni,EEE,D,Physics,86,79,Jan
100086,Vihaan Kulkarni,EEE,D,Chemistry,85,80,Jan
100086,Vihaan Kulkarni,EEE,D,Programming,90,74,Jan
100086,Vihaan Kulkarni,EEE,D,English,83,73,Jan
100086,Vihaan Kulkarni,EEE,D,Math,76,75,Feb
100086,Vihaan Kulkarni,EEE,D,Physics,78,82,Feb
100086,Vihaan Kulkarni,EEE,D,Chemistry,77,72,Feb
100086,Vihaan Kulkarni,EEE,D,Programming,69,79,Feb
100086,Vihaan Kulkarni,EEE,D,English,74,79,Feb
100086,Vihaan Kulkarni,EEE,D,Math,66,73,Mar
100086,Vihaan Kulkarni,EEE,D,Physics,69,70,Mar
100086,Vihaan Kulkarni,EEE,D,Chemistry,68,80,Mar
100086,Vihaan Kulkarni,EEE,D,Programming,67,81,Mar
100086,Vihaan Kulkarni,EEE,D,English,71,73,Mar
100087,Vihaan Soni,CIVIL,C,Math,44,91,Jan
100087,Vihaan Soni,CIVIL,C,Physics,41,93,Jan
100087,Vihaan Soni,CIVIL,C,Chemistry,53,100,Jan
100087,Vihaan Soni,CIVIL,C,Programming,49,100,Jan
100087,Vihaan Soni,CIVIL,C,English,42,97,Jan
100087,Vihaan Soni,CIVIL,C,Math,37,90,Feb
100087,Vihaan Soni,CIVIL,C,Physics,53,100,Feb
100087,Vihaan Soni,CIVIL,C,Chemistry,55,100,Feb
100087,Vihaan Soni,CIVIL,C,Programming,46,100,Feb
100087,Vihaan Soni,CIVIL,C,English,33,96,Feb
100087,Vihaan Soni,CIVIL,C,Math,48,100,Mar
100087,Vihaan Soni,CIVIL,C,Physics,37,92,Mar
100087,Vihaan Soni,CIVIL,C,Chemistry,44,95,Mar
100087,Vihaan Soni,CIVIL,C,Programming,39,97,Mar
100087,Vihaan Soni,CIVIL,C,English,49,100,Mar
100088,Kiara Rao,MECH,D,Math,48,94,Jan
100088,Kiara Rao,MECH,D,Physics,61,100,Jan
100088,Kiara Rao,MECH,D,Chemistry,42,94,Jan
100088,Kiara Rao,MECH,D,Programming,61,94,Jan
100088,Kiara Rao,MECH,D,English,64,88,Jan
100088,Kiara Rao,MECH,D,Math,42,92,Feb
100088,Kiara Rao,MECH,D,Physics,44,96,Feb
100088,Kiara Rao,MECH,D,Chemistry,52,93,Feb
100088,Kiara Rao,MECH,D,Programming,38,100,Feb
100088,Kiara Rao,MECH,D,English,56,99,Feb
100088,Kiara Rao,MECH,D,Math,35,96,Mar
100088,Kiara Rao,MECH,D,Physics,42,94,Mar
100088,Kiara Rao,MECH,D,Chemistry,41,90,Mar
100088,Kiara Rao,MECH,D,Programming,47,100,Mar
100088,Kiara Rao,MECH,D,English,34,88,Mar
100089,Isha Pillai,CSE,D,Math,87,71,Jan
100089,Isha Pillai,CSE,D,Physics,90,75,Jan
100089,Isha Pillai,CSE,D,Chemistry,94,75,Jan
100089,Isha Pillai,CSE,D,Programming,91,69,Jan
100089,Isha Pillai,CSE,D,English,88,76,Jan
100089,Isha Pillai,CSE,D,Math,78,76,Feb
100089,Isha Pillai,CSE,D,Physics,75,78,Feb
100089,Isha Pillai,CSE,D,Chemistry,74,80,Feb
100089,Isha Pillai,CSE,D,Programming,78,79,Feb
100089,Isha Pillai,CSE,D,English,69,73,Feb
100089,Isha Pillai,CSE,D,Math,66,70,Mar
100089,Isha Pillai,CSE,D,Physics,71,76,Mar
100089,Isha Pillai,CSE,D,Chemistry,67,80,Mar
100089,Isha Pillai,CSE,D,Programming,63,71,Mar
100089,Isha Pillai,CSE,D,English,71,74,Mar
100090,Aditya Choudhary,CIVIL,A,Math,63,79,Jan
100090,Aditya Choudhary,CIVIL,A,Physics,60,82,Jan
100090,Aditya Choudhary,CIVIL,A,Chemistry,53,81,Jan
100090,Aditya Choudhary,CIVIL,A,Programming,53,80,Jan
100090,Aditya Choudhary,CIVIL,A,English,40,87,Jan
100090,Aditya Choudhary,CIVIL,A,Math,43,80,Feb
100090,Aditya Choudhary,CIVIL,A,Physics,42,84,Feb
100090,Aditya Choudhary,CIVIL,A,Chemistry,45,85,Feb
100090,Aditya Choudhary,CIVIL,A,Programming,34,77,Feb
100090,Aditya Choudhary,CIVIL,A,English,50,79,Feb
100090,Aditya Choudhary,CIVIL,A,Math,53,84,Mar
100090,Aditya Choudhary,CIVIL,A,Physics,54,88,Mar
100090,Aditya Choudhary,CIVIL,A,Chemistry,46,90,Mar
100090,Aditya Choudhary,CIVIL,A,Programming,50,87,Mar
100090,Aditya Choudhary,CIVIL,A,English,55,84,Mar
100091,Lavanya Gupta,IT,B,Math,59,84,Jan
100091,Lavanya Gupta,IT,B,Physics,76,85,Jan
100091,Lavanya Gupta,IT,B,Chemistry,75,85,Jan
100091,Lavanya Gupta,IT,B,Programming,70,92,Jan
100091,Lavanya Gupta,IT,B,English,82,79,Jan
100091,Lavanya Gupta,IT,B,Math,61,92,Feb
100091,Lavanya Gupta,IT,B,Physics,71,90,Feb
100091,Lavanya Gupta,IT,B,Chemistry,83,91,Feb
100091,Lavanya Gupta,IT,B,Programming,63,79,Feb
100091,Lavanya Gupta,IT,B,English,65,80,Feb
100091,Lavanya Gupta,IT,B,Math,84,83,Mar
100091,Lavanya Gupta,IT,B,Physics,69,90,Mar
100091,Lavanya Gupta,IT,B,Chemistry,73,84,Mar
100091,Lavanya Gupta,IT,B,Programming,78,92,Mar
100091,Lavanya Gupta,IT,B,English,65,83,Mar
100092,Riya Das,IT,A,Math,87,88,Jan
100092,Riya Das,IT,A,Physics,82,98,Jan
100092,Riya Das,IT,A,Chemistry,89,97,Jan
100092,Riya Das,IT,A,Programming,97,89,Jan
100092,Riya Das,IT,A,English,91,96,Jan
100092,Riya Das,IT,A,Math,80,86,Feb
100092,Riya Das,IT,A,Physics,80,85,Feb
100092,Riya Das,IT,A,Chemistry,87,94,Feb
100092,Riya Das,IT,A,Programming,88,86,Feb
100092,Riya Das,IT,A,English,72,88,Feb
100092,Riya Das,IT,A,Math,69,96,Mar
100092,Riya Das,IT,A,Physics,70,96,Mar
100092,Riya Das,IT,A,Chemistry,65,92,Mar
100092,Riya Das,IT,A,Programming,63,96,Mar
100092,Riya Das,IT,A,English,76,95,Mar
100093,Vivaan Rao,EEE,C,Math,52,61,Jan
100093,Vivaan Rao,EEE,C,Physics,54,73,Jan
100093,Vivaan Rao,EEE,C,Chemistry,49,67,Jan
100093,Vivaan Rao,EEE,C,Programming,52,74,Jan
100093,Vivaan Rao,EEE,C,English,47,61,Jan
100093,Vivaan Rao,EEE,C,Math,61,67,Feb
100093,Vivaan Rao,EEE,C,Physics,67,72,Feb
100093,Vivaan Rao,EEE,C,Chemistry,61,75,Feb
100093,Vivaan Rao,EEE,C,Programming,57,63,Feb
100093,Vivaan Rao,EEE,C,English,56,67,Feb
100093,Vivaan Rao,EEE,C,Math,72,74,Mar
100093,Vivaan Rao,EEE,C,Physics,68,68,Mar
100093,Vivaan Rao,EEE,C,Chemistry,79,65,Mar
100093,Vivaan Rao,EEE,C,Programming,66,72,Mar
100093,Vivaan Rao,EEE,C,English,70,75,Mar
100094,Anaya Singh,ECE,D,Math,53,85,Jan
100094,Anaya Singh,ECE,D,Physics,53,76,Jan
100094,Anaya Singh,ECE,D,Chemistry,61,80,Jan
100094,Anaya Singh,ECE,D,Programming,56,85,Jan
100094,Anaya Singh,ECE,D,English,54,86,Jan
100094,Anaya Singh,ECE,D,Math,62,78,Feb
100094,Anaya Singh,ECE,D,Physics,58,76,Feb
100094,Anaya Singh,ECE,D,Chemistry,62,86,Feb
100094,Anaya Singh,ECE,D,Programming,60,79,Feb
100094,Anaya Singh,ECE,D,English,59,86,Feb
100094,Anaya Singh,ECE,D,Math,73,86,Mar
100094,Anaya Singh,ECE,D,Physics,66,82,Mar
100094,Anaya Singh,ECE,D,Chemistry,75,84,Mar
100094,Anaya Singh,ECE,D,Programming,70,81,Mar
100094,Anaya Singh,ECE,D,English,75,88,Mar
100095,Tanvi Nair,CIVIL,B,Math,86,86,Jan
100095,Tanvi Nair,CIVIL,B,Physics,87,82,Jan
100095,Tanvi Nair,CIVIL,B,Chemistry,86,91,Jan
100095,Tanvi Nair,CIVIL,B,Programming,93,86,Jan
100095,Tanvi Nair,CIVIL,B,English,94,92,Jan
100095,Tanvi Nair,CIVIL,B,Math,81,80,Feb
100095,Tanvi Nair,CIVIL,B,Physics,95,93,Feb
100095,Tanvi Nair,CIVIL,B,Chemistry,84,87,Feb
100095,Tanvi Nair,CIVIL,B,Programming,89,83,Feb
100095,Tanvi Nair,CIVIL,B,English,97,91,Feb
100095,Tanvi Nair,CIVIL,B,Math,81,89,Mar
100095,Tanvi Nair,CIVIL,B,Physics,84,79,Mar
100095,Tanvi Nair,CIVIL,B,Chemistry,87,90,Mar
100095,Tanvi Nair,CIVIL,B,Programming,81,90,Mar
100095,Tanvi Nair,CIVIL,B,English,91,80,Mar
100096,Saanvi Gupta,IT,A,Math,51,84,Jan
100096,Saanvi Gupta,IT,A,Physics,49,80,Jan
100096,Saanvi Gupta,IT,A,Chemistry,36,84,Jan
100096,Saanvi Gupta,IT,A,Programming,52,91,Jan
100096,Saanvi Gupta,IT,A,English,48,85,Jan
100096,Saanvi Gupta,IT,A,Math,34,90,Feb
100096,Saanvi Gupta,IT,A,Physics,48,90,Feb
100096,Saanvi Gupta,IT,A,Chemistry,45,79,Feb
100096,Saanvi Gupta,IT,A,Programming,53,80,Feb
100096,Saanvi Gupta,IT,A,English,58,87,Feb
100096,Saanvi Gupta,IT,A,Math,50,80,Mar
100096,Saanvi Gupta,IT,A,Physics,49,86,Mar
100096,Saanvi Gupta,IT,A,Chemistry,50,86,Mar
100096,Saanvi Gupta,IT,A,Programming,39,85,Mar
100096,Saanvi Gupta,IT,A,English,49,92,Mar
100097,Manas Choudhary,CSE,A,Math,39,96,Jan
100097,Manas Choudhary,CSE,A,Physics,90,64,Jan
100097,Manas Choudhary,CSE,A,Chemistry,46,93,Jan
100097,Manas Choudhary,CSE,A,Programming,50,94,Jan
100097,Manas Choudhary,CSE,A,English,90,63,Jan
100097,Manas Choudhary,CSE,A,Math,53,88,Feb
100097,Manas Choudhary,CSE,A,Physics,46,94,Feb
100097,Manas Choudhary,CSE,A,Chemistry,84,67,Feb
100097,Manas Choudhary,CSE,A,Programming,50,94,Feb
100097,Manas Choudhary,CSE,A,English,39,93,Feb
100097,Manas Choudhary,CSE,A,Math,89,63,Mar
100097,Manas Choudhary,CSE,A,Physics,57,97,Mar
100097,Manas Choudhary,CSE,A,Chemistry,54,90,Mar
100097,Manas Choudhary,CSE,A,Programming,47,91,Mar
100097,Manas Choudhary,CSE,A,English,94,62,Mar
100098,Aarav Kulkarni,EEE,A,Math,60,55,Jan
100098,Aarav Kulkarni,EEE,A,Physics,52,97,Jan
100098,Aarav Kulkarni,EEE,A,Chemistry,58,88,Jan
100098,Aarav Kulkarni,EEE,A,Programming,48,92,Jan
100098,Aarav Kulkarni,EEE,A,English,92,65,Jan
100098,Aarav Kulkarni,EEE,A,Math,46,98,Feb
100098,Aarav Kulkarni,EEE,A,Physics,53,96,Feb
100098,Aarav Kulkarni,EEE,A,Chemistry,51,93,Feb
100098,Aarav Kulkarni,EEE,A,Programming,51,92,Feb
100098,Aarav Kulkarni,EEE,A,English,95,61,Feb
100098,Aarav Kulkarni,EEE,A,Math,63,58,Mar
100098,Aarav Kulkarni,EEE,A,Physics,83,55,Mar
100098,Aarav Kulkarni,EEE,A,Chemistry,98,56,Mar
100098,Aarav Kulkarni,EEE,A,Programming,89,64,Mar
100098,Aarav Kulkarni,EEE,A,English,90,72,Mar
100099,Manas Soni,CIVIL,C,Math,47,78,Jan
100099,Manas Soni,CIVIL,C,Physics,51,78,Jan
100099,Manas Soni,CIVIL,C,Chemistry,52,83,Jan
100099,Manas Soni,CIVIL,C,Programming,46,75,Jan
100099,Manas Soni,CIVIL,C,English,57,87,Jan
100099,Manas Soni,CIVIL,C,Math,59,83,Feb
100099,Manas Soni,CIVIL,C,Physics,51,84,Feb
100099,Manas Soni,CIVIL,C,Chemistry,61,83,Feb
100099,Manas Soni,CIVIL,C,Programming,65,75,Feb
100099,Manas Soni,CIVIL,C,English,52,83,Feb
100099,Manas Soni,CIVIL,C,Math,67,82,Mar
100099,Manas Soni,CIVIL,C,Physics,72,79,Mar
100099,Manas Soni,CIVIL,C,Chemistry,75,86,Mar
100099,Manas Soni,CIVIL,C,Programming,65,76,Mar
100099,Manas Soni,CIVIL,C,English,68,82,Mar
100100,Meera Bose,CSE,C,Math,81,100,Jan
100100,Meera Bose,CSE,C,Physics,60,100,Jan
100100,Meera Bose,CSE,C,Chemistry,57,92,Jan
100100,Meera Bose,CSE,C,Programming,70,98,Jan
100100,Meera Bose,CSE,C,English,70,100,Jan
100100,Meera Bose,CSE,C,Math,72,94,Feb
100100,Meera Bose,CSE,C,Physics,77,96,Feb
100100,Meera Bose,CSE,C,Chemistry,65,96,Feb
100100,Meera Bose,CSE,C,Programming,57,90,Feb
100100,Meera Bose,CSE,C,English,66,90,Feb
100100,Meera Bose,CSE,C,Math,69,100,Mar
100100,Meera Bose,CSE,C,Physics,79,93,Mar
100100,Meera Bose,CSE,C,Chemistry,59,100,Mar
100100,Meera Bose,CSE,C,Programming,62,95,Mar
100100,Meera Bose,CSE,C,English,64,91,Mar
100101,Krish Saxena,CSE,B,Math,79,75,Jan
100101,Krish Saxena,CSE,B,Physics,75,75,Jan
100101,Krish Saxena,CSE,B,Chemistry,75,71,Jan
100101,Krish Saxena,CSE,B,Programming,62,76,Jan
100101,Krish Saxena,CSE,B,English,77,69,Jan
100101,Krish Saxena,CSE,B,Math,82,67,Feb
100101,Krish Saxena,CSE,B,Physics,66,75,Feb
100101,Krish Saxena,CSE,B,Chemistry,72,67,Feb
100101,Krish Saxena,CSE,B,Programming,55,71,Feb
100101,Krish Saxena,CSE,B,English,59,72,Feb
100101,Krish Saxena,CSE,B,Math,81,72,Mar
100101,Krish Saxena,CSE,B,Physics,69,66,Mar
100101,Krish Saxena,CSE,B,Chemistry,67,76,Mar
100101,Krish Saxena,CSE,B,Programming,61,67,Mar
100101,Krish Saxena,CSE,B,English,79,72,Mar
100102,Riya Menon,CSE,A,Math,43,98,Jan
100102,Riya Menon,CSE,A,Physics,47,91,Jan
100102,Riya Menon,CSE,A,Chemistry,53,90,Jan
100102,Riya Menon,CSE,A,Programming,50,92,Jan
100102,Riya Menon,CSE,A,English,94,61,Jan
100102,Riya Menon,CSE,A,Math,48,95,Feb
100102,Riya Menon,CSE,A,Physics,95,62,Feb
100102,Riya Menon,CSE,A,Chemistry,90,57,Feb
100102,Riya Menon,CSE,A,Programming,92,59,Feb
100102,Riya Menon,CSE,A,English,52,89,Feb
100102,Riya Menon,CSE,A,Math,41,94,Mar
100102,Riya Menon,CSE,A,Physics,94,57,Mar
100102,Riya Menon,CSE,A,Chemistry,92,70,Mar
100102,Riya Menon,CSE,A,Programming,89,70,Mar
100102,Riya Menon,CSE,A,English,88,65,Mar
100103,Ved Kapoor,MECH,A,Math,58,91,Jan
100103,Ved Kapoor,MECH,A,Physics,97,68,Jan
100103,Ved Kapoor,MECH,A,Chemistry,97,62,Jan
100103,Ved Kapoor,MECH,A,Programming,83,66,Jan
100103,Ved Kapoor,MECH,A,English,48,93,Jan
100103,Ved Kapoor,MECH,A,Math,96,72,Feb
100103,Ved Kapoor,MECH,A,Physics,43,89,Feb
100103,Ved Kapoor,MECH,A,Chemistry,44,92,Feb
100103,Ved Kapoor,MECH,A,Programming,91,69,Feb
100103,Ved Kapoor,MECH,A,English,47,89,Feb
100103,Ved Kapoor,MECH,A,Math,83,59,Mar
100103,Ved Kapoor,MECH,A,Physics,86,70,Mar
100103,Ved Kapoor,MECH,A,Chemistry,52,92,Mar
100103,Ved Kapoor,MECH,A,Programming,95,57,Mar
100103,Ved Kapoor,MECH,A,English,49,91,Mar
100104,Rahul Nair,CSE,A,Math,88,80,Jan
100104,Rahul Nair,CSE,A,Physics,83,84,Jan
100104,Rahul Nair,CSE,A,Chemistry,86,80,Jan
100104,Rahul Nair,CSE,A,Programming,84,86,Jan
100104,Rahul Nair,CSE,A,English,89,77,Jan
100104,Rahul Nair,CSE,A,Math,89,83,Feb
100104,Rahul Nair,CSE,A,Physics,87,90,Feb
100104,Rahul Nair,CSE,A,Chemistry,82,90,Feb
100104,Rahul Nair,CSE,A,Programming,96,82,Feb
100104,Rahul Nair,CSE,A,English,97,91,Feb
100104,Rahul Nair,CSE,A,Math,95,78,Mar
100104,Rahul Nair,CSE,A,Physics,85,90,Mar
100104,Rahul Nair,CSE,A,Chemistry,89,91,Mar
100104,Rahul Nair,CSE,A,Programming,75,91,Mar
100104,Rahul Nair,CSE,A,English,92,87,Mar
100105,Nikhil Naidu,ECE,D,Math,52,62,Jan
100105,Nikhil Naidu,ECE,D,Physics,50,60,Jan
100105,Nikhil Naidu,ECE,D,Chemistry,52,72,Jan
100105,Nikhil Naidu,ECE,D,Programming,50,62,Jan
100105,Nikhil Naidu,ECE,D,English,51,67,Jan
100105,Nikhil Naidu,ECE,D,Math,52,68,Feb
100105,Nikhil Naidu,ECE,D,Physics,56,60,Feb
100105,Nikhil Naidu,ECE,D,Chemistry,52,69,Feb
100105,Nikhil Naidu,ECE,D,Programming,63,64,Feb
100105,Nikhil Naidu,ECE,D,English,52,59,Feb
100105,Nikhil Naidu,ECE,D,Math,65,63,Mar
100105,Nikhil Naidu,ECE,D,Physics,78,61,Mar
100105,Nikhil Naidu,ECE,D,Chemistry,72,69,Mar
100105,Nikhil Naidu,ECE,D,Programming,66,66,Mar
100105,Nikhil Naidu,ECE,D,English,66,66,Mar
100106,Aarav Bose,CSE,A,Math,60,67,Jan
100106,Aarav Bose,CSE,A,Physics,90,70,Jan
100106,Aarav Bose,CSE,A,Chemistry,51,89,Jan
100106,Aarav Bose,CSE,A,Programming,47,98,Jan
100106,Aarav Bose,CSE,A,English,100,65,Jan
100106,Aarav Bose,CSE,A,Math,83,61,Feb
100106,Aarav Bose,CSE,A,Physics,96,71,Feb
100106,Aarav Bose,CSE,A,Chemistry,41,90,Feb
100106,Aarav Bose,CSE,A,Programming,42,91,Feb
100106,Aarav Bose,CSE,A,English,55,92,Feb
100106,Aarav Bose,CSE,A,Math,59,88,Mar
100106,Aarav Bose,CSE,A,Physics,56,94,Mar
100106,Aarav Bose,CSE,A,Chemistry,79,60,Mar
100106,Aarav Bose,CSE,A,Programming,54,98,Mar
100106,Aarav Bose,CSE,A,English,50,92,Mar
100107,Ishaan Mukherjee,CIVIL,B,Math,51,97,Jan
100107,Ishaan Mukherjee,CIVIL,B,Physics,44,98,Jan
100107,Ishaan Mukherjee,CIVIL,B,Chemistry,51,88,Jan
100107,Ishaan Mukherjee,CIVIL,B,Programming,45,88,Jan
100107,Ishaan Mukherjee,CIVIL,B,English,40,99,Jan
100107,Ishaan Mukherjee,CIVIL,B,Math,48,96,Feb
100107,Ishaan Mukherjee,CIVIL,B,Physics,44,87,Feb
100107,Ishaan Mukherjee,CIVIL,B,Chemistry,46,100,Feb
100107,Ishaan Mukherjee,CIVIL,B,Programming,52,95,Feb
100107,Ishaan Mukherjee,CIVIL,B,English,51,92,Feb
100107,Ishaan Mukherjee,CIVIL,B,Math,53,94,Mar
100107,Ishaan Mukherjee,CIVIL,B,Physics,45,98,Mar
100107,Ishaan Mukherjee,CIVIL,B,Chemistry,40,97,Mar
100107,Ishaan Mukherjee,CIVIL,B,Programming,44,93,Mar
100107,Ishaan Mukherjee,CIVIL,B,English,44,100,Mar
100108,Asha Nair,ECE,D,Math,95,100,Jan
100108,Asha Nair,ECE,D,Physics,90,99,Jan
100108,Asha Nair,ECE,D,Chemistry,83,97,Jan
100108,Asha Nair,ECE,D,Programming,88,100,Jan
100108,Asha Nair,ECE,D,English,94,100,Jan
100108,Asha Nair,ECE,D,Math,85,92,Feb
100108,Asha Nair,ECE,D,Physics,70,100,Feb
100108,Asha Nair,ECE,D,Chemistry,77,100,Feb
100108,Asha Nair,ECE,D,Programming,85,100,Feb
100108,Asha Nair,ECE,D,English,78,100,Feb
100108,Asha Nair,ECE,D,Math,69,100,Mar
100108,Asha Nair,ECE,D,Physics,77,94,Mar
100108,Asha Nair,ECE,D,Chemistry,76,94,Mar
100108,Asha Nair,ECE,D,Programming,68,92,Mar
100108,Asha Nair,ECE,D,English,71,94,Mar
100109,Suhani Joshi,ECE,B,Math,88,75,Jan
100109,Suhani Joshi,ECE,B,Physics,79,74,Jan
100109,Suhani Joshi,ECE,B,Chemistry,97,78,Jan
100109,Suhani Joshi,ECE,B,Programming,93,76,Jan
100109,Suhani Joshi,ECE,B,English,83,75,Jan
100109,Suhani Joshi,ECE,B,Math,80,79,Feb
100109,Suhani Joshi,ECE,B,Physics,72,77,Feb
100109,Suhani Joshi,ECE,B,Chemistry,68,73,Feb
100109,Suhani Joshi,ECE,B,Programming,84,84,Feb
100109,Suhani Joshi,ECE,B,English,84,79,Feb
100109,Suhani Joshi,ECE,B,Math,71,74,Mar
100109,Suhani Joshi,ECE,B,Physics,65,79,Mar
100109,Suhani Joshi,ECE,B,Chemistry,72,84,Mar
100109,Suhani Joshi,ECE,B,Programming,72,72,Mar
100109,Suhani Joshi,ECE,B,English,74,79,Mar
100110,Neha Naidu,EEE,D,Math,85,74,Jan
100110,Neha Naidu,EEE,D,Physics,85,61,Jan
100110,Neha Naidu,EEE,D,Chemistry,77,68,Jan
100110,Neha Naidu,EEE,D,Programming,89,63,Jan
100110,Neha Naidu,EEE,D,English,84,68,Jan
100110,Neha Naidu,EEE,D,Math,80,61,Feb
100110,Neha Naidu,EEE,D,Physics,81,74,Feb
100110,Neha Naidu,EEE,D,Chemistry,84,71,Feb
100110,Neha Naidu,EEE,D,Programming,75,66,Feb
100110,Neha Naidu,EEE,D,English,75,65,Feb
100110,Neha Naidu,EEE,D,Math,66,62,Mar
100110,Neha Naidu,EEE,D,Physics,59,73,Mar
100110,Neha Naidu,EEE,D,Chemistry,66,63,Mar
100110,Neha Naidu,EEE,D,Programming,74,72,Mar
100110,Neha Naidu,EEE,D,English,61,64,Mar
100111,Anaya Bose,EEE,C,Math,87,83,Jan
100111,Anaya Bose,EEE,C,Physics,86,87,Jan
100111,Anaya Bose,EEE,C,Chemistry,86,80,Jan
100111,Anaya Bose,EEE,C,Programming,90,91,Jan
100111,Anaya Bose,EEE,C,English,92,82,Jan
100111,Anaya Bose,EEE,C,Math,86,91,Feb
100111,Anaya Bose,EEE,C,Physics,76,85,Feb
100111,Anaya Bose,EEE,C,Chemistry,78,92,Feb
100111,Anaya Bose,EEE,C,Programming,80,80,Feb
100111,Anaya Bose,EEE,C,English,77,91,Feb
100111,Anaya Bose,EEE,C,Math,69,81,Mar
100111,Anaya Bose,EEE,C,Physics,67,83,Mar
100111,Anaya Bose,EEE,C,Chemistry,71,92,Mar
100111,Anaya Bose,EEE,C,Programming,73,85,Mar
100111,Anaya Bose,EEE,C,English,66,89,Mar
100112,Rohan Mehta,IT,B,Math,38,86,Jan
100112,Rohan Mehta,IT,B,Physics,49,91,Jan
100112,Rohan Mehta,IT,B,Chemistry,48,80,Jan
100112,Rohan Mehta,IT,B,Programming,58,91,Jan
100112,Rohan Mehta,IT,B,English,43,79,Jan
100112,Rohan Mehta,IT,B,Math,57,86,Feb
100112,Rohan Mehta,IT,B,Physics,36,82,Feb
